	Ca009STPN_Ca-009-ST_nasal_case-anterior	900223_Ca-101-ID_nasal_case-anterior	Ca010EBPN_Ca-010-EB_nasal_case-anterior	900462_Ca-146-SM_nasal_case-anterior	900053_Ca-011-LQ_nasal_case-anterior	900228_Ca-103-BT_nasal_case-anterior	900059_Ca-013-NN_nasal_case-anterior	900231_Ca-104-SB_nasal_case-anterior	900234_Ca-105-LX_nasal_case-anterior	900062_Ca-014-LB_nasal_case-anterior	900237_Ca-106-NM_nasal_case-anterior	900065_Ca-015-AM_nasal_case-anterior	900240_Ca-107-BM_nasal_case-anterior	900069_Ca-016-YT_nasal_case-anterior	900257_Ca-108-EJ_nasal_case-anterior	900072_Ca-017-OM_nasal_case-anterior	900484_Ca-153-MN_nasal_case-anterior	900075_Ca-018-AS_nasal_case-anterior	900080_Ca-019-EC_nasal_case-anterior	900275_Ca-110-LN_nasal_case-anterior	900083_Ca-020-AZ_nasal_case-anterior	900278_Ca-111-IN_nasal_case-anterior	900086_Ca-021-IM_nasal_case-anterior	900301_Ca-112-AM_nasal_case-anterior	900295_Ca-113-MN_nasal_case-anterior	900089_Ca-022-MS_nasal_case-anterior	900298_Ca-114-QT_nasal_case-anterior	900092_Ca-023-EJ_nasal_case-anterior	900304_Ca-115-OM_nasal_case-anterior	900095_Ca-024-ZM_nasal_case-anterior	900307_Ca-116-AN_nasal_case-anterior	900098_Ca-025-AC_nasal_case-anterior	900487_Ca-154-OS_nasal_case-anterior	900310_Ca-117-SM_nasal_case-anterior	900101_Ca-026-KM_nasal_case-anterior	900333_Ca-118-AS_nasal_case-anterior	900104_Ca-027-IM_nasal_case-anterior	900330_Ca-119-AM_nasal_case-anterior	900109_Ca-029-TD_nasal_case-anterior	900339_Ca-120-ST_nasal_case-anterior	900112_Ca-030-LM_nasal_case-anterior	900115_Ca-031-AN_nasal_case-anterior	900336_Ca-121-BT_nasal_case-anterior	900118_Ca-032-LN_nasal_case-anterior	900342_Ca-122-UK_nasal_case-anterior	900121_Ca-033-UD_nasal_case-anterior	900124_Ca-034-LS_nasal_case-anterior	900469_Ca-148-AL_nasal_case-anterior	900478_Ca-151-QR_nasal_case-anterior	900404_Ca-126-KB_nasal_case-anterior	900131_Ca-035-AR_nasal_case-anterior	900134_Ca-036-TK_nasal_case-anterior	900407_Ca-127-OM_nasal_case-anterior	900149_Ca-037-HM_nasal_case-anterior	900410_Ca-128-SN_nasal_case-anterior	900559_Ca-042-AM_nasal_case-anterior	900416_Ca-129-AJ_nasal_case-anterior	900413_Ca-130-PM_nasal_case-anterior	900556_Ca-043-SS_nasal_case-anterior	900419_Ca-131-PM_nasal_case-anterior	900580_Ca-045-HN_nasal_case-anterior	900422_Ca-132-LD_nasal_case-anterior	900571_Ca-046-MT_nasal_case-anterior	900425_Ca-133-LT_nasal_case-anterior	900574_Ca-047-MD_nasal_case-anterior	900106_Ca-028-PN_nasal_case-anterior	900430_Ca-135-NS_nasal_case-anterior	900432_Ca-136-OM_nasal_case-anterior	900428_Ca-134-IT_nasal_case-anterior	900577_Ca-047-MD_nasal_case-anterior	900583_Ca-049-LM_nasal_case-anterior	900589_Ca-050-MM_nasal_case-anterior	900438_Ca-137-TM_nasal_case-anterior	900586_Ca-051-AM_nasal_case-anterior	900493_Ca-155-LS_nasal_case-anterior	900592_Ca-052-LM_nasal_case-anterior	900435_Ca-138-SM_nasal_case-anterior	900595_Ca-053-NN_nasal_case-anterior	900441_Ca-139-OS_nasal_case-anterior	900612_Ca-054-RN_nasal_case-anterior	900444_Ca-140-EM_nasal_case-anterior	900623_Ca-055-LN_nasal_case-anterior	900447_Ca-141-TC_nasal_case-anterior	900450_Ca-142-AM_nasal_case-anterior	900626_Ca-056-DH_nasal_case-anterior	900453_Ca-143-ST_nasal_case-anterior	900456_Ca-144-HN_nasal_case-anterior	900459_Ca-145-LM_nasal_case-anterior	900466_Ca-147-LJ_nasal_case-anterior	900507_Ca-160-LB_nasal_case-anterior	Ca008HNPN_Ca-008-HN_nasal_case-anterior	900496_Ca-156-MV_nasal_case-anterior	Ca007NKPN_Ca-007-NK_nasal_case-anterior	900475_Ca-150-ZS_nasal_case-anterior	900502_Ca-158-LC_nasal_case-anterior	900505_Ca-159-AS_nasal_case-anterior	900472_Ca-149-LM_nasal_case-anterior	900510_Ca-161-OM_nasal_case-anterior	900126_Ca-009-ZN_nasal_case-anterior	900499_Ca-157-LM_nasal_case-anterior	900396_Ca-123-PG_nasal_case-anterior	9003962_Ca-123-PG_nasal_case-anterior	900399_Ca-125-IM_nasal_case-anterior	9003992_Ca-125-IM_nasal_case-anterior	900402_Ca-124-AB_nasal_case-anterior	9004022_Ca-124-AB_nasal_case-anterior	Ca006ONPN_Ca-006-ON_nasal_case-anterior	Ca006ONPN2_Ca-006-ON_nasal_case-anterior	Unknown
900504_Ca-159-AS_skin_case-nonlesional	0	0	0	0	0	0	0.01824441072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4817555893	0	0.1270730863	0	0	0	0	0	0	0.1620536409	0.08247053464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05359668487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009797145943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004195257109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051020336	0	0	0	0	0	0.009793314341	0	0
900471_Ca-149-LM_skin_case-nonlesional	0.1550240446	1.32E-07	3.05E-07	0	0	0	2.31E-07	0	0	0	0	0	0	0	2.14E-07	0	0	0	0	0	0	0	0.02357848921	0.05605709658	0	0	0	0	0	0	0	0.006872434084	0	0	0	0	3.00E-07	0	2.50E-08	0	0	0	3.49E-07	0	2.45E-08	0	0	1.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16E-08	0	0	0	0	0.0004461528183	0	0	0	0	0	0	8.89E-08	0	0	0	0	0	0	0	0	0.1612169082	0.1006639207	0.01461716833	0	0.05185906791	0	0	0	0	0	0.03452808177	0	0.1601786473	0	0	0	0	0.001700743866	0.1263660687	0	0	5.68E-08	0	0	0	0.1068892652	0
900125_Ca-009-ZN_skin_case-nonlesional	0	0	0	0.09679659183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9032034082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900076_Ca-0006-KM_skin_case-nonlesional	0	0	0	0	0	0	0	0.02081502669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06816445555	0	0	0	0	0	0	0.09340754846	0.07716634702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0921392262	0	0	0.07098322309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01527205049	0.03206253208	0	0	0	0	0	0	0	0.01507955007	0	0	0	0	0	0	0	0.3423221292	0	0	0	0.05579335803	0	0	0.1167945531	0
900509_Ca-161-OM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3679435032	0	0	0	0	0	0	0	0	0	0	0	0	0.09957995675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03119908973	0	0	0	0	0	0	0	0	0	0	0	0	0.04391140627	0.08936906355	0	0.02695619518	0	0	0	0	0	0.06175372517	0	0	0	0	0	0	0	0	0	0.1096407221	0.03247654009	0.04731141402	0	0	0.089858384	0
900127_Ca-008-AF_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09396643896	0	0	0	0	0	0	0.2157093039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07126757669	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2328467837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1792209595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04149137474	0	0.1036100402	0	0.06188752237	0	0	0	0
900498_Ca-157-LM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0.2189566616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106636696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1744066425	0	0	0	0	0	0	0	0	0.5
900395_Ca-123-PG_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139313839	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2023506633	0	0	0	0	0.1019777926	0	0	0	0	0	0	0	0	0	0	0	0	0.05635770516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
9003952_Ca-123-PG_skin_case-nonlesional	0	0	0.06254713761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05093734194	0	0	0	0	0	0	0.01406472625	0.2255882721	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08197273164	0	0	0	0	0.05521591895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011022898	0	0	0	0	0.0260293128	0	0	0	0	0	0	0.07365250213	0	0	0	0	0	0.2471845708	0	0	0	0.05705807179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09472651605	0	0	0	0
900398_Ca-125-IM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02967895357	0	0	0	0	0	0	0.02924319119	0.05277335449	0	0	0	0	0.02037626249	0	0	0	0	0	0.001055428568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3791855403	0	0	0	0	0	0	0	0	0	0	0	0.0289078525	0	0	0	0	0	0	0	0	0	0	0	0.0364881533	0	0	0	0	0	0	0	0	0.04198690497	0	0	0	0	0	0	0	0.09190660718	0	0.1932917638	0	0.09510598763	0	0	0	0
9003982_Ca-125-IM_skin_case-nonlesional	0	0	0	0.02597052241	0.005955083582	0	0	0	0.02678540903	0.003967462029	0	0.0033840601	0	0.01677727233	0.006824704475	0	0.005808597376	0.005888659404	0	0.006961413789	0.01292547795	0	0	0	0.007210797558	0.00127308428	0.004329244688	0.007130628297	0.01844311545	0.0189299157	0.007317293839	0.01215878471	0	0	0	0.007607533749	0	0.0004590684402	0.01901912155	0.00951808768	0	0.0007984897717	0.006989378187	0.006502400972	0.002380860916	0	0	0.0171784543	0	0	0	0.007715401114	0.001361289621	0.01563237995	0.01115898582	0.00681836321	0	0.0206270391	0.00761557124	0.007209644412	0.006324327818	0.005340900666	0.001968705181	0	0	0	0.02967439679	0	0	9.94E-05	0.006873435997	0	0.005704446751	0	0	0	0.007204367458	0.001268679287	0.00302034968	0	0.02577305041	0.004387945293	0	0.3165785892	0.003206931171	0.002790883848	0.002383661281	0	0	0.002759061609	0.01468439408	0	0	0.0002257119094	0	0.006729685944	0	0	0.01043915782	0.01377558708	0	0	0.1821527315	0	0	0	0	0	0
900401_Ca-124-AB_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2350576717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01355867862	0	0	0	0	0	0	0	0	0.0374377793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6874264094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02651946098	0	0	0	0
9004012_Ca-124-AB_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1806588442	0.1768114808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1514331817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004644650195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1414535829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2124581872	0	0.03061275562	0	0.1019273175	0	0	0	0
Ca006ONNL_Ca-006-ON_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01333529203	0	0	0	0	0	0	0.1929558516	0.09491478996	0	0	0	0	0	0.01535696993	0	0	0	0	0	0	0	0.02756666173	0	0	0	0	0.01210522507	0	0	0	0	0	0	0	0.01301748469	0.01227293715	0	0	0	0	0	0.04415697502	0	0	0	0	0	0	0	0	0	0	0	0.22805454	0	0	0	0	0	0.1018844745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2443787983	0	0	0	0	0	0
Ca006ONNL2_Ca-006-ON_skin_case-nonlesional	5.02E-07	0	0.005580225462	0	2.80E-07	0.0263952808	0	0	0.001098356513	0.02935247893	0	0.0197833767	0	0.01587881247	0	4.54E-07	0	3.71E-07	0	0.01616104376	0.01374273625	0	3.00E-06	1.23E-06	3.48E-07	3.00E-07	0	0.007384340182	0.0001854623885	0.02223299629	0.08743901945	0.1096232962	0	0	0	5.12E-07	6.94E-08	0	0	2.79E-07	0	0.01974613302	1.49E-07	0.01708309356	3.02E-07	0	0	0.01378764488	0	0	0.08276317705	2.07E-07	0	0.008455694718	4.06E-08	1.49E-08	0	3.48E-08	1.73E-07	0	0	0.0107848958	5.00E-07	0	7.48E-08	0	0.03070005166	2.53E-06	0	4.07E-07	0	0	0.02707389234	4.69E-07	0	0.002719700138	0.03295692683	0	0.01680130631	0	0.02027745687	4.94E-07	0	0	1.98E-09	4.37E-07	0.0003513725491	1.26E-07	1.82E-07	0	3.34E-08	0	0	4.06E-07	0	0.02994312338	0	0	0	0	0.1134093857	0	0	0	0	0	0	0.2182747901	0
